Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000061086,Myl4,Gene Expression,0.5789674847575895,0.0,0.0,2095,0.7656616259288184,667
ENSMUSG00000040125,Gpr26,Gene Expression,0.5789249970837947,0.0,0.0,6941,2.4674095017929276,1489
ENSMUSG00000030337,Vamp1,Gene Expression,0.5783341820599076,0.0,0.0,6144,2.3378142369225237,1475
ENSMUSG00000013523,Bcas1,Gene Expression,0.5772789562069851,0.0,0.0,5865,3.4765339465172636,1579
ENSMUSG00000071658,Gng3,Gene Expression,0.5766791081152222,0.0,0.0,46745,17.90327681615646,2215
ENSMUSG00000039953,Clstn1,Gene Expression,0.5762617392250201,0.0,0.0,64442,24.30969154160088,2295
ENSMUSG00000039809,Gabbr2,Gene Expression,0.576256012589689,0.0,0.0,20372,7.962394080078032,2063
ENSMUSG00000050074,Spink8,Gene Expression,0.5753854257728411,0.0,0.0,1419,0.5031538890585491,369
ENSMUSG00000046844,Vat1l,Gene Expression,0.5752605211664729,0.0,0.0,7868,2.4480029579392255,1316
ENSMUSG00000068696,Gpr88,Gene Expression,0.5747115086892106,0.0,0.0,2150,1.0392385812023688,823
ENSMUSG00000026354,Lct,Gene Expression,0.5728891974944033,0.0,0.0,704,0.2278963158458323,190
ENSMUSG00000024109,Nrxn1,Gene Expression,0.5728100015248846,0.0,0.0,32851,12.736206429699902,2216
ENSMUSG00000053930,Shisa6,Gene Expression,0.5726505613658244,0.0,0.0,6521,2.476084914288342,1434
ENSMUSG00000027199,Gatm,Gene Expression,0.571175621613741,0.0,0.0,14653,8.9280815563792,2136
ENSMUSG00000029211,Gabra4,Gene Expression,0.5711020657720416,0.0,0.0,10120,4.05787762172937,1859
ENSMUSG00000017400,Stac2,Gene Expression,0.5703195148170311,0.0,0.0,6665,2.5636385392500047,1469
ENSMUSG00000051391,Ywhag,Gene Expression,0.5697563030860777,0.0,0.0,90921,35.19321803254387,2302
ENSMUSG00000022208,Jph4,Gene Expression,0.5692820610630421,0.0,0.0,20679,9.32616991132406,2189
ENSMUSG00000095845,Gm5741,Gene Expression,0.5691226663262777,0.0,0.0,933,0.19833014867157028,74
ENSMUSG00000022454,Nell2,Gene Expression,0.5667951344352283,0.0,0.0,32207,11.87738808147471,2152
ENSMUSG00000027577,Chrna4,Gene Expression,0.5663351282501368,0.0,0.0,3472,1.4343241454739577,1196
ENSMUSG00000028023,Pitx2,Gene Expression,0.5660208753009396,0.0,0.0,532,0.21195884519676003,165
ENSMUSG00000048895,Cdk5r1,Gene Expression,0.5658574655193975,0.0,0.0,27310,10.673569170325324,2137
ENSMUSG00000056296,Synpr,Gene Expression,0.5657409780600379,0.0,0.0,9033,3.3482340045336785,1483
ENSMUSG00000022548,Apod,Gene Expression,0.5656867022026837,0.0,0.0,16175,10.493924918177726,1882
ENSMUSG00000022054,Nefm,Gene Expression,0.565647613936048,0.0,0.0,19770,7.399203372692544,1945
ENSMUSG00000025221,Kcnip2,Gene Expression,0.565479024945456,0.0,0.0,10107,3.77413991564537,1601
ENSMUSG00000023927,Satb1,Gene Expression,0.5653561466612878,0.0,0.0,8113,2.9701150037678063,1643
ENSMUSG00000026826,Nr4a2,Gene Expression,0.5652134338897015,0.0,0.0,3263,1.2523843336664648,921
ENSMUSG00000031837,Necab2,Gene Expression,0.5651309885687836,0.0,0.0,8993,3.5075795286009477,1639
ENSMUSG00000027797,Dclk1,Gene Expression,0.5649313694563818,0.0,0.0,26789,10.358585238556584,2216
ENSMUSG00000004267,Eno2,Gene Expression,0.5646058281824443,0.0,0.0,79534,29.966789481026307,2284
ENSMUSG00000016918,Sulf1,Gene Expression,0.5638482125839572,0.0,0.0,4870,1.2954020738715737,736
ENSMUSG00000003949,Hlf,Gene Expression,0.5636916651121071,0.0,0.0,15196,5.99777076623059,2051
ENSMUSG00000026959,Grin1,Gene Expression,0.563041385832901,0.0,0.0,41455,15.417406804403917,2179
ENSMUSG00000038805,Six3,Gene Expression,0.5623726612472357,0.0,0.0,1015,0.4949800759026961,345
ENSMUSG00000061718,Ppp1r1b,Gene Expression,0.5622096975567751,0.0,0.0,15766,6.0186277104730435,1896
ENSMUSG00000003279,Dlgap1,Gene Expression,0.560866748573446,0.0,0.0,28490,11.20953674330731,2242
ENSMUSG00000059187,Tafa1,Gene Expression,0.560298286595794,0.0,0.0,5933,2.0780065979324687,1241
ENSMUSG00000000247,Lhx2,Gene Expression,0.5601230163403106,0.0,0.0,6171,2.795970107266263,1569
ENSMUSG00000021743,Fezf2,Gene Expression,0.5597717224751189,0.0,0.0,2890,1.0950068610560388,893
ENSMUSG00000026525,Opn3,Gene Expression,0.5595320948476972,0.0,0.0,1436,0.5958073415428126,643
ENSMUSG00000030905,Crym,Gene Expression,0.5592088061379312,0.0,0.0,4156,1.4918999306715244,1007
ENSMUSG00000004366,Sst,Gene Expression,0.5585148245777348,0.0,0.0,20417,8.729564139300317,1613
ENSMUSG00000021848,Otx2,Gene Expression,0.5581857475538171,0.0,0.0,1292,0.3083826184962379,211
ENSMUSG00000027221,Chst1,Gene Expression,0.5577622143983612,0.0,0.0,20463,7.8528019005191565,2113
ENSMUSG00000022342,Kcnv1,Gene Expression,0.5576644133156827,0.0,0.0,4077,1.4638670565829333,1157
ENSMUSG00000015652,Steap1,Gene Expression,0.5575911560079053,0.0,0.0,929,0.20185339522280207,131
ENSMUSG00000053025,Sv2b,Gene Expression,0.5573519028579074,0.0,0.0,11484,4.103654004535789,1774
ENSMUSG00000026830,Ermn,Gene Expression,0.5571856905713616,0.0,0.0,2984,1.8957349280586266,1155
ENSMUSG00000000861,Bcl11a,Gene Expression,0.5570073834019938,0.0,0.0,7939,2.9098579877500703,1600
ENSMUSG00000050541,Adra1b,Gene Expression,0.5569394979946869,0.0,0.0,3682,1.531632259599225,1203
ENSMUSG00000055235,Wdr86,Gene Expression,0.5564947559916062,0.0,0.0,1283,0.3057235536684215,164
ENSMUSG00000030730,Atp2a1,Gene Expression,0.5563091975977659,0.0,0.0,391,0.16763003549740252,225
ENSMUSG00000023034,Nr4a1,Gene Expression,0.555517483139402,0.0,0.0,6432,2.3969244303345283,1513
ENSMUSG00000054889,Dsp,Gene Expression,0.5548710969789113,0.0,0.0,932,0.2506891322461723,185
ENSMUSG00000019230,Lhx9,Gene Expression,0.5548708202854534,0.0,0.0,1568,0.522200604623208,504
ENSMUSG00000027834,Serpini1,Gene Expression,0.55425688405238,0.0,0.0,11985,4.554097405501827,1859
ENSMUSG00000029467,Atp2a2,Gene Expression,0.552868334114713,0.0,0.0,67418,26.441172405074948,2297
ENSMUSG00000021701,Plk2,Gene Expression,0.5526082882590905,0.0,0.0,14237,5.241008047445193,1978
ENSMUSG00000002489,Tiam1,Gene Expression,0.552107257350167,0.0,0.0,7720,3.1374804618151138,1736
ENSMUSG00000048142,Nat8l,Gene Expression,0.5520975074651648,0.0,0.0,21950,8.474770421139782,2135
ENSMUSG00000030450,Oca2,Gene Expression,0.5515732709869614,0.0,0.0,615,0.1294191827632807,103
ENSMUSG00000037996,Slc24a2,Gene Expression,0.5511078147781571,0.0,0.0,16430,6.212643028623272,1973
ENSMUSG00000018965,Ywhah,Gene Expression,0.551027880772603,0.0,0.0,44459,16.522990483105332,2241
ENSMUSG00000036882,Arhgap33,Gene Expression,0.5505843593117612,0.0,0.0,8886,4.083253051785273,1897
ENSMUSG00000037490,Slc2a12,Gene Expression,0.5503400937697824,0.0,0.0,2072,0.5030362200158492,308
ENSMUSG00000039195,1110008P14Rik,Gene Expression,0.5501360592030365,0.0,0.0,17604,6.336451365245413,2064
ENSMUSG00000010175,Prox1,Gene Expression,0.5483564247417956,0.0,0.0,4604,2.001557318768274,1223
ENSMUSG00000022055,Nefl,Gene Expression,0.5482782632262391,0.0,0.0,31508,12.320908656360592,2180
ENSMUSG00000049630,C1ql3,Gene Expression,0.5482167831308855,0.0,0.0,5862,2.1327975197551696,1288
ENSMUSG00000026385,Dbi,Gene Expression,0.548156834731418,0.0,0.0,34307,16.345494024403376,2306
ENSMUSG00000064329,Scn1a,Gene Expression,0.5474366304599577,0.0,0.0,10227,3.9710567496393474,1846
ENSMUSG00000046719,Nxph3,Gene Expression,0.5468065341891023,0.0,0.0,2128,0.8602360111595978,728
ENSMUSG00000046321,Hs3st2,Gene Expression,0.5467836777422852,0.0,0.0,1618,0.6116929499785425,645
ENSMUSG00000020340,Cyfip2,Gene Expression,0.5462036570125149,0.0,0.0,43693,16.573434621174165,2256
ENSMUSG00000038370,Pcp4l1,Gene Expression,0.5457067414347188,0.0,0.0,7903,3.0544609866161507,1621
ENSMUSG00000066129,Kndc1,Gene Expression,0.5454834341240863,0.0,0.0,13029,5.745849256262674,2060
ENSMUSG00000026452,Syt2,Gene Expression,0.5444908159314862,0.0,0.0,2469,0.9080219699296732,761
ENSMUSG00000040612,Ildr2,Gene Expression,0.5444561885785565,0.0,0.0,15758,6.583753205064311,2100
ENSMUSG00000048349,Pou4f1,Gene Expression,0.543952057177876,0.0,0.0,468,0.11588048399607818,70
ENSMUSG00000041380,Htr2c,Gene Expression,0.5439152008147189,0.0,0.0,4862,1.5099134835293688,997
ENSMUSG00000020681,Ace,Gene Expression,0.5433054778460492,0.0,0.0,5455,1.362778733707403,625
ENSMUSG00000015806,Qdpr,Gene Expression,0.5419171877918488,0.0,0.0,12598,6.666618208556295,2120
ENSMUSG00000086040,Wipf3,Gene Expression,0.5412112255582737,0.0,0.0,9130,3.317281020416306,1672
ENSMUSG00000027570,Col9a3,Gene Expression,0.5410107939534969,0.0,0.0,5932,1.5641145631712794,783
ENSMUSG00000053819,Camk2d,Gene Expression,0.5405500837924423,0.0,0.0,12131,4.863987934348912,1952
ENSMUSG00000110332,Gm19935,Gene Expression,0.5402233467119465,0.0,0.0,1750,0.628192593333794,338
ENSMUSG00000046215,Rprml,Gene Expression,0.5398090625921248,0.0,0.0,5150,1.9183202395541068,1341
ENSMUSG00000045333,Zfp423,Gene Expression,0.5394183591672129,0.0,0.0,4673,2.041940813939732,1461
ENSMUSG00000017466,Timp2,Gene Expression,0.5392877988042485,0.0,0.0,22030,8.740932579225642,2189
ENSMUSG00000026576,Atp1b1,Gene Expression,0.5387771874588801,0.0,0.0,177215,65.69959779277121,2308
ENSMUSG00000021313,Ryr2,Gene Expression,0.5386672908645466,0.0,0.0,13169,4.964658763745339,1912
ENSMUSG00000029406,Pitpnm2,Gene Expression,0.5380841488157044,0.0,0.0,13300,5.461820281697269,2044
ENSMUSG00000055409,Nell1,Gene Expression,0.5378435510745759,0.0,0.0,5139,1.9939057167787322,1384
ENSMUSG00000051359,Ncald,Gene Expression,0.5372655340675341,0.0,0.0,19915,7.683787028172477,2119
ENSMUSG00000033061,Resp18,Gene Expression,0.5364761973265757,0.0,0.0,14113,5.5888260364265605,1929
ENSMUSG00000026787,Gad2,Gene Expression,0.5361264446742853,0.0,0.0,14135,6.747067140439349,1846
ENSMUSG00000054667,Irs4,Gene Expression,0.5356911503389586,0.0,0.0,396,0.14097151502104244,152
ENSMUSG00000036907,C1ql2,Gene Expression,0.5356404879691233,0.0,0.0,1583,0.5223086186227085,396
ENSMUSG00000007617,Homer1,Gene Expression,0.5355679933891665,0.0,0.0,10610,3.9720316802508644,1877
ENSMUSG00000047907,Tshz2,Gene Expression,0.5354141029502769,0.0,0.0,4647,1.8652182670452828,1227
ENSMUSG00000040640,Erc2,Gene Expression,0.5345914007365916,0.0,0.0,18739,6.869729810762107,2065
ENSMUSG00000025576,Rbfox3,Gene Expression,0.534313050209593,0.0,0.0,17982,6.610039499146921,2050
ENSMUSG00000028488,Sh3gl2,Gene Expression,0.5342174407034236,0.0,0.0,29496,11.296453103337479,2151
ENSMUSG00000062661,Ncs1,Gene Expression,0.5336262864148296,0.0,0.0,28280,12.682647533702326,2238
ENSMUSG00000033981,Gria2,Gene Expression,0.5335906806652124,0.0,0.0,24181,8.806439215914773,2101
ENSMUSG00000006522,Itih3,Gene Expression,0.5332388200613509,0.0,0.0,2977,1.245206889742692,1022
ENSMUSG00000041351,Rap1gap,Gene Expression,0.5330473405472306,0.0,0.0,23566,9.312865305992013,2156
ENSMUSG00000053477,Tcf4,Gene Expression,0.5326119253346429,0.0,0.0,18698,7.737541181206678,2202
ENSMUSG00000027350,Chgb,Gene Expression,0.5325758364898288,0.0,0.0,24323,8.330448894675857,2092
ENSMUSG00000018865,Sult4a1,Gene Expression,0.5324217602703488,0.0,0.0,42464,16.145173126376463,2235
ENSMUSG00000030785,Cox6a2,Gene Expression,0.5322132321660059,0.0,0.0,2619,1.1100909951234381,940
ENSMUSG00000017978,Cadps2,Gene Expression,0.5307373031806608,0.0,0.0,5681,2.0408098850687724,1330
ENSMUSG00000026158,Ogfrl1,Gene Expression,0.5302130132710358,0.0,0.0,15474,6.261524661624757,2083
ENSMUSG00000047842,Diras2,Gene Expression,0.5302059099161819,0.0,0.0,14566,5.525262820733288,1991
ENSMUSG00000076498,Trbc2,Gene Expression,0.5300818381336464,0.0,0.0,908,0.33213429314221715,411
ENSMUSG00000020950,Foxg1,Gene Expression,0.5298729880362878,0.0,0.0,4849,1.9445780980545648,1389
ENSMUSG00000063659,Zbtb18,Gene Expression,0.5298376223364207,0.0,0.0,20677,7.364965324817445,2106
ENSMUSG00000027335,Adra1d,Gene Expression,0.5290916866819421,0.0,0.0,4696,1.5770538769777784,1187
ENSMUSG00000056174,Col8a2,Gene Expression,0.5285996247829802,0.0,0.0,1518,0.40052217760699504,214
ENSMUSG00000027523,Gnas,Gene Expression,0.5281788644554785,0.0,0.0,111941,43.91549804430648,2310
ENSMUSG00000021719,Rgs7bp,Gene Expression,0.5279061588347693,0.0,0.0,18077,7.0363255538072345,2075
ENSMUSG00000033579,Fa2h,Gene Expression,0.5278246249010907,0.0,0.0,2979,1.9533589015648711,1145
ENSMUSG00000058672,Tubb2a,Gene Expression,0.5271727812072495,0.0,0.0,45547,17.782319500926214,2273
ENSMUSG00000027419,Pcsk2,Gene Expression,0.5265933770680099,0.0,0.0,24105,8.977016872542311,2101
ENSMUSG00000078307,AI593442,Gene Expression,0.5262935097962085,0.0,0.0,15050,5.71322948695105,1970
ENSMUSG00000024743,Syt7,Gene Expression,0.5260923154268367,0.0,0.0,17001,6.840145088491565,2095
ENSMUSG00000027254,Map1a,Gene Expression,0.5250570028420496,0.0,0.0,48917,20.196334352820127,2292
ENSMUSG00000036422,Pcdh8,Gene Expression,0.524696374811113,0.0,0.0,6662,2.5475994970689517,1435
ENSMUSG00000039323,Igfbp2,Gene Expression,0.524563715198976,0.0,0.0,16546,4.936572109353358,1583
ENSMUSG00000015090,Ptgds,Gene Expression,0.5245222683776445,0.0,0.0,39499,27.705015860487165,2121
ENSMUSG00000048376,F2r,Gene Expression,0.5245163702627952,0.0,0.0,1182,0.5092408650940039,577
ENSMUSG00000039103,Nexn,Gene Expression,0.5244001567707219,0.0,0.0,877,0.3955101960382232,441
ENSMUSG00000055430,Nap1l5,Gene Expression,0.5241963762403539,0.0,0.0,34911,14.293391717891861,2249
ENSMUSG00000053395,Cacng8,Gene Expression,0.5240015757945051,0.0,0.0,12107,4.596865277720347,1918
ENSMUSG00000045038,Prkce,Gene Expression,0.5238373924090387,0.0,0.0,25031,9.798579327314933,2187
ENSMUSG00000061762,Tac1,Gene Expression,0.523741451022899,0.0,0.0,2403,1.0301718660197876,694
ENSMUSG00000037166,Ppp1r14a,Gene Expression,0.5235895832633579,0.0,0.0,3350,2.121815880072283,1241
ENSMUSG00000062760,Shisal1,Gene Expression,0.5234802971320889,0.0,0.0,4401,1.870975674716814,1375
ENSMUSG00000022103,Gfra2,Gene Expression,0.5233744893991742,0.0,0.0,5663,2.100734640231746,1377
ENSMUSG00000040037,Negr1,Gene Expression,0.5227438373700354,0.0,0.0,19665,7.770322958225039,2143
ENSMUSG00000020894,Vamp2,Gene Expression,0.5223894425727215,0.0,0.0,56481,22.39863073318788,2300
ENSMUSG00000025128,Bhlhe22,Gene Expression,0.5221827569049121,0.0,0.0,3085,1.1954542339148067,1006
ENSMUSG00000041670,Rims1,Gene Expression,0.5203170724859082,0.0,0.0,19405,7.777892883823481,2130
ENSMUSG00000030226,Lmo3,Gene Expression,0.5199365384029576,0.0,0.0,4405,1.6735716271703842,1257
ENSMUSG00000025488,Cox8b,Gene Expression,0.5199067705246355,0.0,0.0,952,0.23763223048813592,176
ENSMUSG00000024873,Cnih2,Gene Expression,0.5197386732321118,0.0,0.0,11315,5.064928279735186,2033
ENSMUSG00000026514,Cnih3,Gene Expression,0.519584269408192,0.0,0.0,6579,2.4996165162432264,1501
ENSMUSG00000029471,Camkk2,Gene Expression,0.5194581509133342,0.0,0.0,15450,5.736529932268836,2040
ENSMUSG00000026204,Ptprn,Gene Expression,0.5194529190511569,0.0,0.0,25735,9.782979087279779,2133
ENSMUSG00000044708,Kcnj10,Gene Expression,0.5190647672665015,0.0,0.0,11574,5.510226658025422,2107
ENSMUSG00000031654,Cbln1,Gene Expression,0.5189396447838438,0.0,0.0,2036,0.7804618235303233,568
ENSMUSG00000007656,Arpp19,Gene Expression,0.518687832012364,0.0,0.0,13673,5.283156758823115,2086
ENSMUSG00000029819,Npy,Gene Expression,0.5179464439132548,0.0,0.0,14200,5.951186990515335,1628
ENSMUSG00000007944,Ttc9b,Gene Expression,0.5175375702517432,0.0,0.0,6783,2.681336066856083,1674
ENSMUSG00000044352,Sowaha,Gene Expression,0.5173228717079645,0.0,0.0,4690,2.177987196107769,1444
ENSMUSG00000035864,Syt1,Gene Expression,0.5172222361995229,0.0,0.0,20800,7.919227455048906,2099
ENSMUSG00000037843,Vstm2l,Gene Expression,0.5171948515937337,0.0,0.0,9625,3.827217535999773,1767
ENSMUSG00000051177,Plcb1,Gene Expression,0.5169778489018374,0.0,0.0,10871,4.048995032067764,1856
ENSMUSG00000073680,Tmem88b,Gene Expression,0.5169342960313802,0.0,0.0,2577,1.6040290433821542,1079
ENSMUSG00000055078,Gabra5,Gene Expression,0.516853013868316,0.0,0.0,7876,2.8723155218111915,1571
ENSMUSG00000046607,Hrk,Gene Expression,0.5165355459629789,0.0,0.0,3663,1.6141020423966703,1213
ENSMUSG00000063239,Grm4,Gene Expression,0.5148602576280756,0.0,0.0,1879,0.7790362100695504,862
ENSMUSG00000025876,Unc5a,Gene Expression,0.5144607900415246,0.0,0.0,8379,3.1286932760636934,1682
ENSMUSG00000075707,Dio3,Gene Expression,0.5143086901904107,0.0,0.0,516,0.20283740007486364,253
ENSMUSG00000033805,Ephx4,Gene Expression,0.5140969190670176,0.0,0.0,7709,2.7167432355272205,1640
ENSMUSG00000025094,Slc18a2,Gene Expression,0.5139309599300474,0.0,0.0,507,0.21249197961196417,168
ENSMUSG00000034799,Unc13a,Gene Expression,0.5129043571582418,0.0,0.0,16782,6.456844128587199,2090
ENSMUSG00000025350,Rdh5,Gene Expression,0.5123014819524946,0.0,0.0,1555,0.38339529875169825,284
ENSMUSG00000015501,Hivep2,Gene Expression,0.5117414042882968,0.0,0.0,13868,5.330591268968835,2069
ENSMUSG00000002107,Celf2,Gene Expression,0.5116040921375551,0.0,0.0,27620,10.941982322327837,2217
ENSMUSG00000041115,Iqsec2,Gene Expression,0.5114623609180987,0.0,0.0,13071,5.410407386414406,2086
ENSMUSG00000034902,Pip5k1c,Gene Expression,0.5114373948241092,0.0,0.0,19234,7.551036201174287,2162
ENSMUSG00000012819,Cdh23,Gene Expression,0.5113619228072304,0.0,0.0,441,0.180494523487386,193
ENSMUSG00000053279,Aldh1a1,Gene Expression,0.5111406612692578,0.0,0.0,4448,2.2798848818516806,1447
ENSMUSG00000005034,Prkacb,Gene Expression,0.511094504847929,0.0,0.0,38463,15.507510834004494,2274
ENSMUSG00000050822,Slc29a4,Gene Expression,0.5110174160726224,0.0,0.0,4975,1.5016714500865544,1031
ENSMUSG00000033453,Adamts15,Gene Expression,0.5108309844124423,0.0,0.0,1260,0.5442263615096735,602
ENSMUSG00000032172,Olfm2,Gene Expression,0.5096918796735329,0.0,0.0,8462,3.138148483267862,1715
ENSMUSG00000059742,Kcnh7,Gene Expression,0.5093384381793933,0.0,0.0,4396,1.545700037455639,1292
ENSMUSG00000035383,Pmch,Gene Expression,0.5092887152725868,0.0,0.0,1486,0.5553492479568993,110
ENSMUSG00000054162,Spock3,Gene Expression,0.5083342786688356,0.0,0.0,9540,4.03333047024574,1881
ENSMUSG00000047495,Dlgap2,Gene Expression,0.5082788448310857,0.0,0.0,5437,2.079396837022348,1455
ENSMUSG00000047496,Rnf152,Gene Expression,0.5082289332936024,0.0,0.0,2171,0.8596891338347392,893
ENSMUSG00000038026,Kcnj9,Gene Expression,0.5077607835128475,0.0,0.0,9287,3.58113061843516,1833
ENSMUSG00000039601,Rcan2,Gene Expression,0.5076564189752442,0.0,0.0,10845,4.753118613895692,2007
ENSMUSG00000028082,Sh3d19,Gene Expression,0.50714325246521,0.0,0.0,3733,1.3937166712013183,1154
ENSMUSG00000014158,Trpv4,Gene Expression,0.5067713027749012,0.0,0.0,1461,0.3458769626180131,250
ENSMUSG00000037855,Zfp365,Gene Expression,0.506710783659945,0.0,0.0,14431,6.1516914208811615,2098
ENSMUSG00000021730,Hcn1,Gene Expression,0.5066479716949468,0.0,0.0,6249,2.360493675397486,1517
ENSMUSG00000036815,Dpp10,Gene Expression,0.5064980641848107,0.0,0.0,10565,4.18971552228724,1908
ENSMUSG00000068196,Col8a1,Gene Expression,0.5062487488747398,0.0,0.0,1459,0.3262422607139209,251
ENSMUSG00000044288,Cnr1,Gene Expression,0.5061649060984603,0.0,0.0,10867,4.5424612149359165,1699
ENSMUSG00000022468,Endou,Gene Expression,0.5049315609141964,0.0,0.0,827,0.3611625027055785,393
ENSMUSG00000027220,Syt13,Gene Expression,0.5047392937689184,0.0,0.0,19715,7.405597464639969,2061
ENSMUSG00000014846,Tppp3,Gene Expression,0.5045329907698446,0.0,0.0,5309,2.891843554602622,1665
ENSMUSG00000033676,Gabrb3,Gene Expression,0.5043206305323485,0.0,0.0,24893,9.441330227769809,2165
ENSMUSG00000052572,Dlg2,Gene Expression,0.5041579345186984,0.0,0.0,12715,5.42220294494467,2033
ENSMUSG00000054423,Cadps,Gene Expression,0.5041578725427766,0.0,0.0,26429,10.456907740857428,2207
ENSMUSG00000021097,Clmn,Gene Expression,0.5040690365322508,0.0,0.0,7337,3.3211118779408175,1865
ENSMUSG00000030729,Pgm2l1,Gene Expression,0.5039249257752965,0.0,0.0,16959,6.2342146921255175,2014
ENSMUSG00000030774,Pak1,Gene Expression,0.5034536894731307,0.0,0.0,34883,13.58962324181102,2230
ENSMUSG00000003411,Rab3b,Gene Expression,0.5032354248884778,0.0,0.0,6849,2.749073066821188,1501
ENSMUSG00000015981,Stk32c,Gene Expression,0.5032138834689412,0.0,0.0,13339,5.318401047232285,1980
ENSMUSG00000020836,Coro6,Gene Expression,0.5030095295214958,0.0,0.0,5109,1.8800098333312154,1408
ENSMUSG00000043811,Rtn4r,Gene Expression,0.5027316961703879,0.0,0.0,8548,2.9939359557508687,1658
ENSMUSG00000060780,Lrrtm1,Gene Expression,0.5023975397755801,0.0,0.0,6971,2.8246226830068912,1676
ENSMUSG00000028004,Npy2r,Gene Expression,0.5020693595110537,0.0,0.0,1822,0.5999496065105167,549
ENSMUSG00000074968,Ano3,Gene Expression,0.5017778646684334,0.0,0.0,6291,2.409291614129272,1559
ENSMUSG00000048978,Nrsn1,Gene Expression,0.5013573715833769,0.0,0.0,18008,7.336375424699079,2149
ENSMUSG00000021194,Chga,Gene Expression,0.5011796808520721,0.0,0.0,16638,6.564940018764477,2036
ENSMUSG00000087141,Plcxd2,Gene Expression,0.5000647082825856,0.0,0.0,5756,2.094736541968861,1387
ENSMUSG00000018470,Kcnab3,Gene Expression,0.4996603890265339,0.0,0.0,3662,1.3081921921687085,1102
ENSMUSG00000040712,Camta2,Gene Expression,0.4996405668677556,0.0,0.0,19424,7.8487710918816855,2199
